assets_per_share;cvm_code;earnings_per_share;ebit_per_share;equity_per_share;net_sales_per_share;price;price_earnings;price_to_book;price_to_cash_flow;price_to_sales;shares;ticker;code_partition
26.3874;13986;0.9131;1.3442;10.4954;8.0377;17.3;18.9461;1.6483;5.4635;2.1524;1105826158;SUZB3;13986
26.3874;13986;0.9131;1.3442;10.4954;8.0377;17.8;19.4936;1.696;5.6214;2.2146;1105826158;SUZB3;13986
26.3874;13986;0.9131;1.3442;10.4954;8.0377;18.25;19.9865;1.7389;5.7635;2.2706;1105826158;SUZB3;13986
26.3874;13986;0.9131;1.3442;10.4954;8.0377;17.93;19.636;1.7084;5.6625;2.2307;1105826158;SUZB3;13986
26.3874;13986;0.9131;1.3442;10.4954;8.0377;17.78;19.4717;1.6941;5.6151;2.2121;1105826158;SUZB3;13986
26.3874;13986;0.9131;1.3442;10.4954;8.0377;17.82;19.5155;1.6979;5.6277;2.2171;1105826158;SUZB3;13986
26.3874;13986;0.9131;1.3442;10.4954;8.0377;17.98;19.6908;1.7131;5.6783;2.237;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;18.07;11.0556;1.7194;5.0611;2.1263;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;17.94;10.9761;1.707;5.0247;2.111;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;17.99;11.0067;1.7118;5.0387;2.1169;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;17.94;10.9761;1.707;5.0247;2.111;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;18.37;11.2392;1.748;5.1452;2.1616;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;18.57;11.3615;1.767;5.2012;2.1851;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;18.67;11.4227;1.7765;5.2292;2.1969;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;18.6;11.3799;1.7698;5.2096;2.1887;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;18.54;11.3432;1.7641;5.1928;2.1816;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;18.73;11.4594;1.7822;5.246;2.204;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;18.7;11.4411;1.7794;5.2376;2.2004;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;18.9;11.5634;1.7984;5.2936;2.224;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;20.2;12.3588;1.9221;5.6577;2.3769;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;20.39;12.475;1.9402;5.7109;2.3993;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;20.5;12.5423;1.9506;5.7417;2.4122;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;20.29;12.4139;1.9307;5.6829;2.3875;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;20.09;12.2915;1.9116;5.6269;2.364;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;19.81;12.1202;1.885;5.5485;2.331;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;19.69;12.0468;1.8736;5.5149;2.3169;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;20.26;12.3955;1.9278;5.6745;2.384;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;19.87;12.1569;1.8907;5.5653;2.3381;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;20.23;12.3771;1.9249;5.6661;2.3805;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;20.39;12.475;1.9402;5.7109;2.3993;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;20.26;12.3955;1.9278;5.6745;2.384;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;20.12;12.3098;1.9145;5.6353;2.3675;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;20.1;12.2976;1.9126;5.6297;2.3652;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;19.12;11.698;1.8193;5.3552;2.2498;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;19.16;11.7225;1.8231;5.3664;2.2545;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;19.55;11.9611;1.8602;5.4757;2.3004;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;19.52;11.9428;1.8574;5.4673;2.2969;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;20.53;12.5607;1.9535;5.7501;2.4158;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;21.25;13.0012;2.022;5.9518;2.5005;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;21.95;13.4295;2.0886;6.1479;2.5828;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;21.93;13.4172;2.0867;6.1423;2.5805;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;21.31;13.0379;2.0277;5.9686;2.5075;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;21.31;13.0379;2.0277;5.9686;2.5075;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;20.77;12.7075;1.9763;5.8174;2.444;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;20.64;12.628;1.964;5.781;2.4287;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;20.92;12.7993;1.9906;5.8594;2.4616;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;20.45;12.5117;1.9459;5.7277;2.4063;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;20.97;12.8299;1.9954;5.8734;2.4675;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;20.6;12.6035;1.9602;5.7698;2.424;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;20.83;12.7442;1.982;5.8342;2.4511;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;21.12;12.9217;2.0096;5.9154;2.4852;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;21.89;13.3928;2.0829;6.1311;2.5758;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;22.26;13.6191;2.1181;6.2347;2.6193;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;21.27;13.0134;2.0239;5.9574;2.5028;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;21.88;13.3867;2.0819;6.1283;2.5746;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;23.09;14.127;2.1971;6.4672;2.717;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;22.51;13.7721;2.1419;6.3047;2.6487;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;27.42;16.7761;2.6091;7.6799;3.2265;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;29.44;18.012;2.8013;8.2457;3.4642;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;29.29;17.9202;2.787;8.2037;3.4465;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;30.56;18.6973;2.9079;8.5594;3.596;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;31.26;19.1255;2.9745;8.7555;3.6783;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;31.93;19.5355;3.0382;8.9431;3.7572;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;32.91;20.135;3.1315;9.2176;3.8725;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;31.77;19.4376;3.023;8.8983;3.7384;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;32.18;19.6884;3.062;9.0131;3.7866;1105826158;SUZB3;13986
25.5825;13986;1.6345;2.7602;10.5094;8.4984;32.09;19.6333;3.0535;8.9879;3.776;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;32.25;16.4314;2.8628;11.5823;3.5099;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;33.09;16.8594;2.9373;11.884;3.6013;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;34.52;17.588;3.0643;12.3975;3.757;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;35.11;17.8886;3.1166;12.6094;3.8212;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;36.54;18.6171;3.2436;13.123;3.9768;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;35.56;18.1178;3.1566;12.771;3.8701;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;35.37;18.021;3.1397;12.7028;3.8495;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;34.34;17.4962;3.0483;12.3329;3.7374;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;34.97;17.8172;3.1042;12.5591;3.8059;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;34.87;17.7663;3.0953;12.5232;3.795;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;35.46;18.0669;3.1477;12.7351;3.8593;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;36.45;18.5713;3.2356;13.0907;3.967;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;35.93;18.3063;3.1894;12.9039;3.9104;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;35.91;18.2962;3.1876;12.8967;3.9082;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;36.2;18.4439;3.2134;13.0009;3.9398;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;36.79;18.7445;3.2658;13.2128;4.004;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;36.27;18.4796;3.2196;13.026;3.9474;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;37.71;19.2133;3.3474;13.5432;4.1041;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;38.48;19.6056;3.4158;13.8197;4.1879;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;38.9;19.8196;3.4531;13.9706;4.2336;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;39.69;20.2221;3.5232;14.2543;4.3196;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;41.03;20.9048;3.6421;14.7355;4.4655;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;39.45;20.0998;3.5019;14.1681;4.2935;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;38.52;19.626;3.4193;13.8341;4.1923;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;38.11;19.4171;3.3829;13.6868;4.1477;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;38.64;19.6871;3.43;13.8772;4.2053;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;41.42;21.1035;3.6768;14.8756;4.5079;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;40.61;20.6908;3.6049;14.5847;4.4198;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;41.66;21.2258;3.6981;14.9618;4.534;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;43.74;22.2855;3.8827;15.7088;4.7604;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;44.45;22.6473;3.9457;15.9638;4.8377;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;43.0;21.9085;3.817;15.443;4.6799;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;42.93;21.8728;3.8108;15.4179;4.6722;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;44.64;22.7441;3.9626;16.032;4.8584;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;44.19;22.5148;3.9226;15.8704;4.8094;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;41.54;21.1646;3.6874;14.9187;4.521;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;41.28;21.0322;3.6643;14.8253;4.4927;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;43.76;22.2957;3.8845;15.716;4.7626;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;42.84;21.827;3.8028;15.3856;4.6625;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;43.49;22.1582;3.8605;15.619;4.7332;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;41.71;21.2513;3.7025;14.9797;4.5395;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;41.66;21.2258;3.6981;14.9618;4.534;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;42.99;21.9034;3.8161;15.4394;4.6788;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;45.46;23.1619;4.0354;16.3265;4.9476;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;46.68;23.7835;4.1437;16.7647;5.0804;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;50.22;25.5871;4.4579;18.036;5.4656;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;47.79;24.349;4.2422;17.1633;5.2012;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;43.23;22.0257;3.8374;15.5256;4.7049;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;42.61;21.7098;3.7824;15.303;4.6374;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;44.4;22.6218;3.9413;15.9458;4.8322;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;44.47;22.6575;3.9475;15.971;4.8399;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;46.39;23.6357;4.1179;16.6605;5.0488;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;45.72;23.2944;4.0585;16.4199;4.9759;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;44.74;22.795;3.9715;16.0679;4.8692;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;42.38;21.5926;3.762;15.2204;4.6124;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;41.67;21.2309;3.6989;14.9654;4.5351;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;42.12;21.4602;3.7389;15.127;4.5841;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;42.41;21.6079;3.7646;15.2311;4.6157;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;42.49;21.6487;3.7717;15.2599;4.6244;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;43.01;21.9136;3.8179;15.4466;4.681;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;43.49;22.1582;3.8605;15.619;4.7332;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;42.69;21.7506;3.7895;15.3317;4.6461;1105826158;SUZB3;13986
26.8304;13986;1.9627;3.3447;11.2654;9.1883;43.46;22.1429;3.8578;15.6082;4.7299;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;43.1;389.6683;4.4531;12.4566;4.4024;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;43.49;393.1943;4.4934;12.5693;4.4422;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;44.18;399.4326;4.5647;12.7687;4.5127;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;45.22;408.8353;4.6721;13.0693;4.6189;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;44.11;398.7997;4.5574;12.7485;4.5055;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;41.86;378.4574;4.325;12.0982;4.2757;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;43.38;392.1998;4.482;12.5375;4.431;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;42.68;385.8711;4.4097;12.3352;4.3595;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;42.76;386.5943;4.418;12.3583;4.3676;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;42.83;387.2272;4.4252;12.3786;4.3748;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;42.23;381.8026;4.3632;12.2051;4.3135;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;40.85;369.326;4.2206;11.8063;4.1725;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;40.59;366.9753;4.1938;11.7312;4.146;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;38.48;347.8987;3.9758;11.1213;3.9305;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;39.73;359.2;4.1049;11.4826;4.0581;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;40.23;363.7205;4.1566;11.6271;4.1092;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;41.13;371.8575;4.2496;11.8872;4.2011;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;41.06;371.2246;4.2423;11.867;4.194;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;41.95;379.2711;4.3343;12.1242;4.2849;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;42.71;386.1423;4.4128;12.3439;4.3625;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;43.06;389.3066;4.449;12.445;4.3983;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;42.14;380.9889;4.3539;12.1791;4.3043;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;42.63;385.419;4.4045;12.3208;4.3544;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;41.41;374.3889;4.2785;11.9682;4.2297;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;41.66;376.6492;4.3043;12.0404;4.2553;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;41.01;370.7725;4.2372;11.8525;4.1889;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;42.21;381.6218;4.3611;12.1994;4.3115;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;42.53;384.5149;4.3942;12.2919;4.3441;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;44.15;399.1614;4.5616;12.7601;4.5096;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;45.43;410.7339;4.6938;13.13;4.6404;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;44.44;401.7833;4.5915;12.8439;4.5392;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;42.85;387.408;4.4273;12.3843;4.3768;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;41.72;377.1917;4.3105;12.0577;4.2614;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;42.47;383.9724;4.388;12.2745;4.338;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;43.69;395.0025;4.5141;12.6271;4.4626;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;45.6;412.2709;4.7114;13.1791;4.6577;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;46.61;421.4023;4.8157;13.471;4.7609;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;48.62;439.5748;5.0234;14.052;4.9662;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;49.19;444.7281;5.0823;14.2167;5.0244;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;47.58;430.1721;4.916;13.7514;4.86;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;48.34;437.0433;4.9945;13.971;4.9376;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;46.94;424.3858;4.8498;13.5664;4.7946;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;46.92;424.205;4.8478;13.5606;4.7926;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;45.73;413.4462;4.7248;13.2167;4.671;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;47.4;428.5447;4.8974;13.6994;4.8416;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;48.7;440.298;5.0317;14.0751;4.9744;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;52.31;472.9361;5.4047;15.1184;5.3431;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;52.6;475.558;5.4346;15.2022;5.3727;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;51.17;462.6294;5.2869;14.7889;5.2267;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;50.4;455.6678;5.2073;14.5664;5.148;1105826158;SUZB3;13986
31.7654;13986;0.1106;3.5556;9.6787;9.7902;50.06;452.5938;5.1722;14.4681;5.1133;1105826158;SUZB3;13986
25.3212;13986;0.0882;2.8343;7.7152;7.8041;50.03;567.4363;6.4846;18.1393;6.4107;1387253127;SUZB3;13986
25.3212;13986;0.0882;2.8343;7.7152;7.8041;50.26;570.045;6.5144;18.2227;6.4402;1387253127;SUZB3;13986
25.3212;13986;0.0882;2.8343;7.7152;7.8041;49.68;563.4667;6.4392;18.0124;6.3659;1387253127;SUZB3;13986
25.3212;13986;0.0882;2.8343;7.7152;7.8041;47.57;539.5352;6.1658;17.2474;6.0955;1387253127;SUZB3;13986
25.3212;13986;0.0882;2.8343;7.7152;7.8041;46.77;530.4617;6.0621;16.9574;5.993;1387253127;SUZB3;13986
